access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids.station,ev_network_ids.posts,federal_agency.id,federal_agency.code,federal_agency.name
public,24 hours daily,CREDIT_CARD_ALWAYS,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY D M V,2024-07-11,,ELEC,Public - Credit card at all times,348881,LD,2023-10-26,P,False,E,,HOTEL,Ayres Hotel Laguna Woods,888-385-6671,2024-07-11T19:05:43Z,GPS,33.61049,-117.72967,Laguna Woods,US,,,CA,24341 El Toro Rd,92653,,,,,,,,,,,,['J1772'],,,1.0,LOOP,https://evloop.io,,$0.40 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily,CREDIT_CARD_ALWAYS,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY D M V,2024-07-11,,ELEC,Public - Credit card at all times,348893,LD,2023-12-14,P,False,E,,CAR_DEALER,Norm Reeves Honda Vista Service Center,888-385-6671,2024-07-11T19:05:43Z,GPS,33.197868,-117.249153,Vista,US,,,CA,401 W Vista Way,92083,,,,,,,,,,,,['CHADEMO'],2.0,,,LOOP,https://evloop.io,,$0.00 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily,CREDIT_CARD_ALWAYS,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY D M V,2024-07-11,,ELEC,Public - Credit card at all times,348898,LD,2023-12-28,P,False,E,,OTHER,889 Arnele Ave,888-385-6671,2024-07-11T19:05:43Z,GPS,32.8031,-116.97326,El Cajon,US,,,CA,889 Arnele Ave,92020,,,,,,,,,,,,['J1772'],,,1.0,LOOP,https://evloop.io,,$0.00 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily,,,2024-12-02,,ELEC,Public,349448,,2024-06-26,,,E,,,Plaza Del Obispo,877-455-3833,2024-12-03T00:00:20Z,GPS,33.49912,-117.65989,San Juan Capistrano,US,,,CA,31874 Del Obispo St,92675,,,,,,,,,,,,['J1772COMBO'],6.0,,,eVgo Network,https://www.evgo.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['66369'],"['141596', '141597', '141598', '141599', '141602', '141603']",,,
public,,,,2024-12-03,2024-07-30,ELEC,PLANNED - not yet accessible (Public),349500,,2024-06-27,,,P,,,Beam Global,855-885-9571,2024-12-03T03:24:47Z,GPS,32.8834841,-117.1982502,San Diego,US,,,CA,5660 Eastgate Dr.,92121,,,,,,,,,,,,['J1772'],,,4.0,OpConnect,http://www.opconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,PRÉVU - pas encore accessible (Public),,['730'],"['2929_1', '3182_1', '3412_1', '3413_1']",,,
public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,A D Debit M V,2024-07-01,,ELEC,Public,349540,LD,2024-06-24,P,False,E,,PARKING_GARAGE,"San Diego, CA - Village Way (Top Floor) - Tesla Supercharger",877-798-3752,2024-08-14T18:58:22Z,GPS,32.962974,-117.189008,San Diego,US,,,CA,6030  Village Way,92130,,,,,,,,,,,,['TESLA'],12.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['18948'],,,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,349868,,2024-07-03,,,E,,,CSG EV SDSU SCP #1,888-758-4389,2024-12-03T02:37:05Z,GPS,32.771751,-117.071062,San Diego,US,Garage,,CA,5850 Lindo Paseo,92115,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15784771'],['25398711'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,349869,,2024-07-03,,,E,,,CSG EV SDSU SCP #2,888-758-4389,2024-12-03T02:37:06Z,GPS,32.771772,-117.071097,San Diego,US,Garage,,CA,5850 Lindo Paseo,92115,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15784801'],['25398741'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,349944,,2024-07-04,,,E,,,1011 UNION STATION 07,888-758-4389,2024-12-03T02:39:08Z,GPS,32.716431,-117.165131,San Diego,US,Underground Parking Level P3,,CA,250 W Broadway,92101,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15978991'],['25631891'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,349945,,2024-07-04,,,E,,,1011 UNION STATION 010,888-758-4389,2024-12-03T02:39:08Z,GPS,32.71645,-117.165087,San Diego,US,Underground Parking Level P4,,CA,250 W Broadway,92101,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15979001'],['25631901'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,349948,,2024-07-04,,,E,,,1011 UNION STATION 012,888-758-4389,2024-12-03T02:39:09Z,GPS,32.715957,-117.16547,San Diego,US,,,CA,1011 Union St,92101,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15980351'],['25633441'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,349949,,2024-07-04,,,E,,,1011 UNION STATION 09,888-758-4389,2024-12-03T02:39:10Z,GPS,32.715934,-117.165471,San Diego,US,,,CA,1011 Union St,92101,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15980371'],['25633461'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350059,,2024-07-07,,,E,,,IRVINE  CO  OFC CRTP 9450 04,888-758-4389,2024-12-03T02:39:21Z,GPS,32.88666,-117.17335,San Diego,US,,,CA,9450 Carroll Park Dr,92121,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15996681'],"['25652961', '25652971']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350060,,2024-07-07,,,E,,,IRVINE  CO  OFC CRTP 9450 05,888-758-4389,2024-12-03T02:39:21Z,GPS,32.886685,-117.173312,San Diego,US,,,CA,9450 Carroll Park Dr,92121,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15996711'],"['25653001', '25653011']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350061,,2024-07-07,,,E,,,IRVINE  CO  OFC CRTP 9450 06,888-758-4389,2024-12-03T02:39:21Z,GPS,32.886712,-117.173266,San Diego,US,,,CA,9450 Carroll Park Dr,92121,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15996731'],"['25653031', '25653041']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350062,,2024-07-07,,,E,,,IRVINE  CO  OFC ONE LJC 06,888-758-4389,2024-12-03T02:39:22Z,GPS,32.875788,-117.206269,San Diego,US,,,CA,4655 Executive Dr,92121,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15997071'],['25653441'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350063,,2024-07-07,,,E,,,IRVINE  CO  OFC ONE LJC 08,888-758-4389,2024-12-03T02:39:22Z,GPS,32.875682,-117.206273,San Diego,US,,,CA,4655 Executive Dr,92121,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15997131'],"['25653521', '25653531']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350064,,2024-07-07,,,E,,,IRVINE  CO  OFC ONE LJC 07,888-758-4389,2024-12-03T02:39:22Z,GPS,32.875726,-117.206273,San Diego,US,,,CA,4655 Executive Dr,92121,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15997161'],"['25653561', '25653571']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350065,,2024-07-07,,,E,,,IRVINE  CO  OFC ONE LJC 09,888-758-4389,2024-12-03T02:39:22Z,GPS,32.875635,-117.206273,San Diego,US,,,CA,4655 Executive Dr,92121,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15997241'],"['25653661', '25653671']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350066,,2024-07-07,,,E,,,IRVINE  CO  OFC ONE LJC 10,888-758-4389,2024-12-03T02:39:22Z,GPS,32.875588,-117.206274,San Diego,US,,,CA,4655 Executive Dr,92121,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15997281'],"['25653711', '25653721']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350155,,2024-07-09,,,E,,,1011 UNION STATION 01,888-758-4389,2024-12-03T02:39:03Z,GPS,32.716623,-117.165134,San Diego,US,,,CA,1011 Union Street,92101,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15966671'],['25616901'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350156,,2024-07-09,,,E,,,1011 UNION STATION 06,888-758-4389,2024-12-03T02:39:03Z,GPS,32.716661,-117.165305,San Diego,US,,,CA,1011 Union Street,92101,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15967031'],['25617391'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350221,,2024-07-10,,,E,,,1011 UNION STATION 02,888-758-4389,2024-12-03T02:39:02Z,GPS,32.71587,-117.165457,San Diego,US,,,CA,160 Broadway,92101,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15965971'],"['25615991', '25616001']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350345,,2024-07-11,,,E,,,IRVINE  CO  OFC PDM 12265 01,888-758-4389,2024-12-03T02:40:19Z,GPS,32.939925,-117.239171,San Diego,US,,,CA,12265 El Camino Real,92130,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL16083891'],"['25758061', '25758071']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350682,,2024-07-18,,,E,,,EL CAPITAN A07-A08,888-758-4389,2024-12-03T02:35:48Z,GPS,32.864421,-116.917984,Lakeside,US,Under solar panel canopy,,CA,10235 Ashwood St,92040,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15664311'],"['25257131', '25257141']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350683,,2024-07-18,,,E,,,EL CAPITAN A05-A06,888-758-4389,2024-12-03T02:35:48Z,GPS,32.86443,-116.91808,Lakeside,US,Underneath the solar canopy,,CA,10235 Ashwood St,92040,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15664371'],"['25257211', '25257221']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350684,,2024-07-18,,,E,,,EL CAPITAN A01-A02,888-758-4389,2024-12-03T02:35:48Z,GPS,32.864421,-116.918155,Lakeside,US,Underneath the Solar canopy,,CA,10235 Ashwood St,92040,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15664521'],"['25257391', '25257401']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,350685,,2024-07-18,,,E,,,EL CAPITAN A03-A04,888-758-4389,2024-12-03T02:35:48Z,GPS,32.864421,-116.918252,Lakeside,US,,,CA,10410 Ashwood St,92040,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15664551'],"['25257431', '25257441']",,,
public,24 hours daily,,A D Debit M V,2024-08-15,,ELEC,Public,351253,LD,2024-07-15,P,False,E,,AUTO_REPAIR,Tesla Service Center Encinitas - Tesla Supercharger,877-798-3752,2024-08-15T19:57:12Z,GPS,33.046396,-117.262604,Encinitas,US,,,CA,1302 Encinitas Blvd,92024,,,,,,,,,,,,['TESLA'],8.0,,,Tesla,https://www.tesla.com/supercharger,,$0.37 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE CREDIT,2024-08-15,,ELEC,Public - Credit card at all times,351429,LD,2024-02-22,SG,False,E,,PAY_GARAGE,UCSD - South,,2024-08-15T19:57:12Z,GPS,32.87346841773905,-117.237274523093,San Diego,US,Gilman Drive & Biomedical Sciences Way,,CA,9101 Gilman Dr,92093,,,,,,,,,,,,['J1772'],,,18.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE CREDIT,2024-08-15,,ELEC,Public - Credit card at all times,351430,LD,2024-04-12,SG,False,E,,PAY_GARAGE,UCSD - Scholars,,2024-08-15T19:57:12Z,GPS,32.87970062966298,-117.2414868873822,San Diego,US,Muir Lane & Scholars Drive,,CA,9655 Scholars Dr N,92093,,,,,,,,,,,,['J1772'],,,14.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE,2024-08-15,,ELEC,Public - Credit card at all times,351431,LD,2016-07-05,SG,False,E,,PAY_GARAGE,UCSD - OMS,,2024-08-15T19:57:12Z,GPS,32.8737972750668,-117.2253068,San Diego,US,Miramar Street & Miramar Cir,,CA,3610 Miramar St,92037,,,,,,,,,,,,['J1772'],,,8.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,351542,,2024-07-26,,,E,,,PALOMARCOLLFB B01,888-758-4389,2024-12-03T02:21:17Z,GPS,33.354097,-117.15731,Fallbrook,US,Towards the south end of the parking lot under the solar panel canopy,,CA,35090 Horse Ranch Creek Rd,92028,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL13720031'],['23127141'],,,
private,24 hours daily,,,2024-08-15,,ELEC,Private,351616,LD,2024-07-02,P,,E,,PARKING_LOT,3910 Chapman St,,2024-08-15T19:57:12Z,200-8,32.75323,-117.2228,San Diego,US,,,CA,3910 Chapman St,92110,,,,,,,,,,,,['J1772'],,,5.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,,,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,351917,,2024-08-01,,,E,,,OP OFFICERETAIL STATION 04,888-758-4389,2024-12-03T02:41:11Z,GPS,32.952888,-117.235482,San Diego,US,,,CA,3387 Del Mar Heights Rd,92130,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL16170881'],"['25862291', '25862301']",,,
public,24 hours daily,,ACCOUNT_BALANCE,2024-08-15,,ELEC,Public,351944,LD,2021-11-01,SG,False,E,,PAY_GARAGE,UCSD - Mesa Nueva,,2024-08-15T19:57:12Z,GPS,32.875424,-117.223536,San Diego,US,Miramar Street,,CA,3809 Miramar St,92037,,,,,,,,,,,,['J1772'],,,7.0,Enel X Way,https://www.enelxway.com/us/en,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public,,,,,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,351981,,2024-08-02,,,E,,,1011 UNION STATION 03,888-758-4389,2024-12-03T02:39:02Z,GPS,32.716659,-117.165303,San Diego,US,,,CA,1011 Union Street,92101,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15966451'],['25616611'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,351982,,2024-08-02,,,E,,,1011 UNION STATION 05,888-758-4389,2024-12-03T02:39:03Z,GPS,32.715952,-117.165438,San Diego,US,,,CA,1011 Union St,92101,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15967101'],"['25617471', '25617481']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,351984,,2024-08-02,,,E,,,1011 UNION STATION 04,888-758-4389,2024-12-03T02:39:09Z,GPS,32.716436,-117.165107,San Diego,US,Underground Parking Level P2,,CA,1011 Union Street,92101,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15979891'],['25632911'],,,
public,24 hours daily,,,2024-12-02,,ELEC,Public,352044,,2024-08-03,,,E,,,Chase Bank - 866 N Johnson Ave,877-455-3833,2024-12-03T00:01:10Z,GPS,32.8067195,-116.9718691,El Cajon,US,,,CA,866 N Johnson Ave,92020,,,,,,,,,,,,['J1772COMBO'],4.0,,,eVgo Network,https://www.evgo.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['69062'],"['148093', '148094', '148095', '148096']",,,
public,24 hours daily,,,2024-12-02,,ELEC,Public,352084,,2024-08-06,,,E,,,Shops at La Jolla Village,877-455-3833,2024-12-03T00:01:30Z,GPS,32.86967,-117.23161,La Jolla,US,,,CA,8801 Villa La Jolla Dr,92037,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",6.0,,,eVgo Network,https://www.evgo.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['46807'],"['95164', '95166', '95168', '95170', '95172', '95174']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,352112,,2024-08-06,,,E,,,SANSU - 870 District Pl,866-816-7584,2024-12-03T03:31:48Z,GPS,32.652892,-116.955833,Chula Vista,US,,,CA,870 District Pl,91914,,,,,,,,,,,,['J1772'],,,6.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['cd886ef3-2387-4610-af1d-ce37ea750f9a'],"['65f1f064e65a33387cad2292', '65f1f0dae65a33387cad2293', '65f1fd7cf60bea4de3b74b48', '65f200891c40964e19b57396', '65f201d81c40964e19b57397', '66056e1c9db1c67a2a13ab62']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,352160,,2024-08-07,,,E,,,1011 UNION STATION 8,888-758-4389,2024-12-03T02:41:30Z,GPS,32.716636,-117.165056,San Diego,US,,,CA,1011 Union Street,92101,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL16199321'],"['25896901', '25896911']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,352161,,2024-08-07,,,E,,,1011 UNION STATION 11,888-758-4389,2024-12-03T02:41:30Z,GPS,32.716673,-117.165163,San Diego,US,,,CA,1011 Union Street,92101,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL16199371'],"['25896981', '25896991']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,352266,,2024-08-09,,,E,,,DGS YTC P2,888-758-4389,2024-12-03T02:38:15Z,GPS,32.794153,-117.153912,San Diego,US,Public Parking,,CA,2801 Meadow Lark Dr,92123,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15905371'],['25543961'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,352267,,2024-08-09,,,E,,,DGS YTC P3,888-758-4389,2024-12-03T02:38:16Z,GPS,32.794045,-117.153848,San Diego,US,Public Parking,,CA,2801 Meadow Lark Dr,92123,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15905391'],['25543981'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,352268,,2024-08-09,,,E,,,DGS YTC P1,888-758-4389,2024-12-03T02:38:16Z,GPS,32.794009,-117.153934,San Diego,US,Public Parking,,CA,2801 Meadow Lark Dr,92123,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15905421'],['25544011'],,,
public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,2024-07-01,,ELEC,Public,352632,,,P,,E,,,Capistrano Plaza - Tesla Supercharger,877-798-3752,2024-08-14T18:58:22Z,GPS,33.503524,-117.664175,San Juan Capistrano,US,,,CA,26701 Verdugo St,92675,,,,,,,,,,,,['TESLA'],12.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['25715'],,,,
public,24 hours daily,,,2024-12-02,,ELEC,Public,352713,,2024-08-16,,,E,,,Plaza Antonio,877-455-3833,2024-12-03T00:01:06Z,GPS,33.6376,-117.59039,Rancho Santa Margarita,US,,,CA,22351 Antonio Pkwy,92688,,,,,,,,,,,,['J1772COMBO'],8.0,,,eVgo Network,https://www.evgo.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['69034'],"['148015', '148016', '148017', '148018', '148019', '148020', '148021', '148022']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,353446,,2024-08-22,,,E,,,POWAY UNIFIED 47F5,888-758-4389,2024-12-03T02:25:26Z,GPS,32.979853,-117.035123,Poway,US,,,CA,13734 Twin Peaks Rd,92064,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL13979441'],['23435471'],,,
public,24 hours daily,,A D Debit M V,2024-09-12,,ELEC,Public,353805,LD,2024-08-12,P,False,E,,PARKING_LOT,Mission Escondido Shopping Center - Tesla Supercharger,877-798-3752,2024-09-12T16:47:34Z,GPS,33.12945,-117.08769,Escondido,US,,,CA,201 W Mission Ave,92025,,,,,,,,,,,,['TESLA'],20.0,,,Tesla,https://www.tesla.com/supercharger,,$0.36 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public,,,,,,
public,24 hours daily,,A D Debit M V,2024-09-12,,ELEC,Public,353807,LD,2024-08-19,P,False,E,,SHOPPING_CENTER,Fenton Marketplace - Tesla Supercharger,877-798-3752,2024-09-12T16:47:34Z,GPS,32.781473,-117.127532,San Diego,US,,,CA,2149 Fenton Pkwy,92108,,,,,,,,,,,,['TESLA'],16.0,,,Tesla,https://www.tesla.com/supercharger,,$0.36 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public,,,,,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,353883,,2024-08-24,,,E,,,OAKS1 STATION 1,888-758-4389,2024-12-03T02:39:44Z,GPS,32.852537,-116.56799,Guatay,US,-Drive into Mobile Home Park and it's near the clubhouse,,CA,26835 Old Hwy 80 Parking lot,91931,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL16028591'],"['25691341', '25691351']",,,
public,24 hours daily,,,2024-12-02,,ELEC,Public,354300,,2024-08-29,,,E,,,Central Lakeside Shopping Center,877-455-3833,2024-12-03T00:00:22Z,GPS,32.85539,-116.93273,Lakeside,US,,,CA,9728 Winter Gardens Blvd,92040,,,,,,,,,,,,['J1772COMBO'],10.0,,,eVgo Network,https://www.evgo.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['66405'],"['141689', '141690', '141691', '141692', '141693', '141694', '141695', '141696', '141697', '141698']",,,
public,24 hours daily,,,2024-12-02,,ELEC,Public,354304,,2024-08-29,,,E,,,7733 Palm Street Lemon Grove,877-455-3833,2024-12-03T00:01:10Z,GPS,32.7337706,-117.0314708,Lemon Grove,US,,,CA,7733 Palm Street,91945,,,,,,,,,,,,['J1772COMBO'],6.0,,,eVgo Network,https://www.evgo.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['69063'],"['148097', '148098', '148099', '148100', '148101', '148102']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,355493,,2024-09-12,,,E,,,SKYLINE C.A. STATION 1,888-758-4389,2024-12-03T01:53:04Z,GPS,33.13323,-117.22305,Vista,US,Near pool,,CA,2424 Verano Wy.,92081,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL9013211'],['15883521'],,,
